211;Affûteur outilleur
212;Affûteur scieur
213;Agenceur
214;Agenceur de cuisines
216;Agenceur de salles de bains
217;Agencier
259;Agent d'accompagnement
262;Agent d'accueil
264;Agent d'accueil commercial
218;Agent (d'accueil) périscolaire
272;Agent d'accueil et de surveillance
275;Agent d'accueil touristique
223;Agent administratif
606;Agent des affaires générales de France-Télécom
278;Agent d'affinage
279;Agent d'affrétement
281;Agent d'amphithéâtre
227;Agent animalier
282;Agent d'approvisionnement
230;Agent arboricole
231;Agent artistique
283;Agent d'assainissement
286;Agent d'assiette des impôts
287;Agent d'assurance
233;Agent autoroutier
336;Agent de bord
337;Agent de bureau de l'éducation nationale
338;Agent de bus
342;Agent de change
343;Agent de chargement
243;Agent chef magasinier
244;Agent chimiste
346;Agent de collecte des déchets
251;Agent commercial, technico-commercial
252;Agent comptable
350;Agent de comptoir
254;Agent consignataire
359;Agent de contrôle qualité en industrie alimentaire
355;Agent de contrôle (transport)
357;Agent de contrôle de l'URSSAF, de la sécurité sociale
363;Agent de crèche
365;Agent de crèche (non auxiliaire de puériculture)
366;Agent de criblage
369;Agent de curage
258;Agent cynophile
373;Agent de démoulage
379;Agent de direction
380;Agent de distribution
609;Agent des eaux
288;Agent d'emballage
289;Agent d'emploi
290;Agent d'enquête
632;Agent enquêteur du contrôle médical
292;Agent d'entretien
296;Agent d'entretien de déchetterie
304;Agent d'entretien environnement
297;Agent d'entretien de l'espace rural
306;Agent d'entretien qualifié (AEQ)
307;Agent d'entretien urbain
315;Agent d'exploitation bancaire
317;Agent d'exploitation de déchetterie
323;Agent d'exploitation et d'entretien de la voirie et des réseaux divers
314;Agent d'exploitation (principal) de la Poste
321;Agent d'exploitation des routes
325;Agent d'exploitation spécialisé (AES)
316;Agent d'exploitation d'usine d'incinération des déchets
383;Agent de fabrication
386;Agent de facturation, de suivi des paiements de la Poste
634;Agent forestier
636;Agent général d'assurances
392;Agent de gestion
637;Agent horticole
326;Agent d'hygiène
640;Agent immobilier
328;Agent d'implantation
329;Agent d'information
330;Agent d'insertion sociale
405;Agent de laboratoire
408;Agent de liaison (de laboratoire médical)
642;Agent litiges
644;Agent littéraire
645;Agent locatif
417;Agent de maîtrise approvisionnements matériel hors classe (AMAMH)
442;Agent de maîtrise en assurance
419;Agent de maîtrise comptable
446;Agent de maîtrise en décolletage
447;Agent de maîtrise en fabrication de panneaux de bois
449;Agent de maîtrise en gestion
434;Agent de maîtrise de l'imprimerie et de l'édition
451;Agent de maîtrise en métallurgie
453;Agent de maîtrise en papeterie
437;Agent de maîtrise de production, de distribution d'énergie, gaz, eau
456;Agent de maîtrise en scierie
462;Agent de maîtrise service juridique
461;Agent de maîtrise service du personnel
457;Agent de maîtrise en sidérurgie
463;Agent de manoeuvre
646;Agent maritime
467;Agent de médiation conjugal
468;Agent de médiation culturel
472;Agent de médiation environnemental
473;Agent de médiation familial
474;Agent de médiation judiciaire
475;Agent de médiation scientifique
476;Agent de médiation scolaire (aide-éducatrice)
477;Agent de médiation scolaire (CPE)
478;Agent de médiation urbain
479;Agent de messagerie
481;Agent de méthodes
482;Agent de méthodes de fabrication
486;Agent de montage-assemblage mécanique
487;Agent de mouvement (AMV)
489;Agent de mouvement manoeuvre manutentionnaire (AMVM)
490;Agent de mouvement principal signaux et aiguilles (AMVPA)
492;Agent de nettoyage
493;Agent de nettoyage des voies publiques
494;Agent de parking
495;Agent de passage
496;Agent de passage, de réservations
497;Agent de péage
649;Agent pépiniériste
500;Agent de peuplement (immobilier)
503;Agent de placement
652;Agent polyvalent
611;Agent des pompes funèbres
653;Agent portuaire
509;Agent de préparation
510;Agent de préparation en industrie chimique
511;Agent de prévention du péril animalier
514;Agent de production
518;Agent de propreté
521;Agent de protection rapprochée
523;Agent de publicité
524;Agent de quai
525;Agent de quai manutentionnaire
526;Agent de qualité
527;Agent de radioprotection
528;Agent de réception
530;Agent de recherches privées (ARP)
531;Agent de rechoix verrier
532;Agent de recouvrement
535;Agent de recyclage
536;Agent de renseignement
538;Agent de réservation
402;Agent de la réserve en centre financier de la Poste
539;Agent de résidence
657;Agent sanitaire
544;Agent de sculpture sur bois
546;Agent de sécurité
659;Agent sécurité cabine
660;Agent sécurité incendie SSIAP
550;Agent de sensibilisation
551;Agent de sensibilisation à l'entrepreneuriat
624;Agent du service commercial principal (ACP)
626;Agent du service commercial spécialisé principal (ACSP)
553;Agent de service commercial trains (ASCT) (sédentaire)
621;Agent du service commercial des trains principal (ACTP)
555;Agent de service contentieux
557;Agent de service hospitalier (ASH)
558;Agent de service hospitalier qualifié (ASHQ)
560;Agent de servitude
563;Agent de silo agricole
662;Agent social
564;Agent de soin
232;Agent au sol
665;Agent sportif
567;Agent de station d'épuration
570;Agent de stérilisation
403;Agent de la sûreté ferroviaire
573;Agent de surveillance
576;Agent de surveillance des parcs et jardins
579;Agent de surveillance du patrimoine
404;Agent de la surveillance spécialisée de la commune
575;Agent de surveillance de stationnement payant
574;Agent de surveillance de la voie publique (ASVP)
669;Agent technique agricole
678;Agent technique de bureau (atb)
691;Agent technique électronicien
673;Agent technique d'élevage (bovin, ovin)
681;Agent technique de magasinage
695;Agent Télécom
a54;Agent territorial spécialisé des écoles maternelles (ATSEM)
697;Agent thermal
582;Agent de traite
583;Agent de traitement de colis
585;Agent de traitement des déchets
588;Agent de traitements dépolluants
590;Agent de transit
592;Agent de tri
595;Agent de tri des déchets
333;Agent d'usinage bois
600;Agent de vidéosurveillance de police municipale
700;Agrafeur
701;Agrafeur d'ouvrages en bois
702;Agrandisseur statuaire
703;Agréeur (marée / fruits et légumes)
704;Agrégé
708;Agrégé détaché dans le supérieur
705;Agrégé de droit
706;Agrégé de pharmacie
709;Agrégé préparateur (répétiteur)
707;Agrégé de sciences économiques
710;Agricultrice céréalière
714;Agricultrice fruitière
713;Agricultrice en polyculture-élevage
711;Agricultrice de production laitière
717;Agroéconomiste
718;Agronome
723;Agrumiculteur
729;Aide agricole
731;Aide anesthésiste
732;Aide anesthésiste (infirmière)
733;Aide bibliothécaire
726;Aide à la boucherie
727;Aide à la boulangerie
743;Aide de bureau
744;Aide de caisse
734;Aide chauffeur
745;Aide de classe enfantine
736;Aide collaboratrice
737;Aide comptable
738;Aide conductrice (remontée filo-guidée)
739;Aide conductrice de travaux
746;Aide de cuisine
747;Aide de culture
754;Aide déménageuse
755;Aide dentaire
757;Aide dermatologiste
758;Aide diététique
759;Aide documentaliste
724;Aide à domicile
741;Aide d'économat
761;Aide électroradiologiste
742;Aide d'élevage
765;Aide familiale d'agriculteur
766;Aide familiale d'éleveur
763;Aide familiale (d'un artisan)
764;Aide familiale (d'une profession libérale)
728;Aide à la ferme
767;Aide infirmière
768;Aide infirmière (non infirmière)
770;Aide laborantine (aides des techniciens de laboratoire)
771;Aide laborantine en industrie chimique
748;Aide de laboratoire
772;Aide livreuse
774;Aide magasinière
776;Aide manipulatrice
777;Aide manipulatrice (radiologie)
779;Aide maternelle
781;Aide maternelle de crèche (auxiliaire de puériculture)
780;Aide maternelle de crèche (non auxiliaire de puériculture)
783;Aide maternelle de garderie (auxiliaire de puériculture)
782;Aide maternelle de garderie (non auxiliaire de puériculture)
785;Aide maternelle de halte-garderie (auxiliaire de puériculture)
784;Aide maternelle de halte-garderie (non auxiliaire de puériculture)
787;Aide maternelle en péri-scolaire (auxiliaire de puériculture)
786;Aide maternelle en péri-scolaire (non auxiliaire de puériculture)
789;Aide médico-pédagogique (AMP)
790;Aide médico-psychologique (AMP)
791;Aide médico-technique territoriale
792;Aide ménagère
794;Aide opératrice
795;Aide orthoptiste
796;Aide panseuse
750;Aide de pharmacie
797;Aide pharmacienne
798;Aide pharmacienne (ou de pharmacie)
799;Aide piscicultrice
800;Aide préparatrice en pharmacie
751;Aide de prêtre
752;Aide de puériculture (AP)
803;Aide rédactrice
753;Aide de stérilisation
806;Aide technique en électroradiologie
807;Aide temporaire de bureau du trésor
809;Aide-acheteuse
810;Aide-ambulancière
811;Aide-bouvière
812;Aide-chevrière
813;Aide-éducatrice
814;Aide-fleuriste
815;Aide-forgeronne
816;Aide-imprimeuse
817;Aide-maçon
818;Aide-offsetiste
819;Aide-panseuse
820;Aide-patronnière
821;Aide-restauratrice (musée)
822;Aide-soignante
823;Aide-vachère
824;Aide-vétérinaire
825;Aiguilleteur
826;Aiguilletier
827;Aiguilleur
830;Aiguilleur du ciel
828;Aiguilleur (principal...)
831;Aiguillier
832;Aiguiseur
833;Ajusteur aérospatial
835;Ajusteur aviation
836;Ajusteur balancier
840;Ajusteur électricien de transformateurs
837;Ajusteur d'entretien
838;Ajusteur de fabrication
841;Ajusteur fraiseur
842;Ajusteur mécanicien
843;Ajusteur metteur au point
844;Ajusteur monteur
845;Ajusteur pointeur
839;Ajusteur de précision
846;Ajusteur SNCF
847;Ajusteur tourneur
848;Alambiqueur
849;Alchimiste
850;Alerresse
851;Aléseur
852;Alevineur
853;Algébriste
854;Algoculteur
855;Allergologue
856;Allouant
857;Allumiste
858;Allumiste-lampiste
859;Alpiniste
860;Alpiniste du bâtiment
861;Alpiniste urbain
862;Altiste
863;Alto
864;Aluchromiste
865;Aluminier
866;Alunier
867;Amareyeur
868;Amarreur de cannes à sucre
869;Ambassadeur
870;Ambassadeur du livre
871;Ambassadeur du tri
872;Ambassadeur du tri sélectif
873;Ambianceur
874;Ambulancière
875;Ambulancière (pompier)
876;Ambulancière SAMU
877;Ambulancière SMUR
878;Ambulancière urgentiste
879;Aménageur foncier
880;Aménageur lotisseur
881;Amidonneur
882;Amidonnier
883;Amiral
884;Amoulageur
885;Amoulangeur
888;Analyste conceptrice
894;Analyste de crédits et risques bancaires
900;Analyste économique
893;Analyste d'exploitation
904;Analyste financier
906;Analyste fonctionnel
895;Analyste de gestion
901;Analyste en informatique
911;Analyste physicochimiste en industrie
896;Analyste de la pollution de l'air
913;Analyste programmeur
897;Analyste de la qualité de l'eau
921;Analyste réseau
898;Analyste de semences
899;Analyste de trafic
930;Analyste web
932;Analyste-psychothérapeute (médecin)
933;Analyste-psychothérapeute (non médecin)
934;Anatomiste
935;Anatomo-pathologiste
936;Andrologue
937;Anesthésiste
939;Anesthésiste-réanimatrice
940;Angiologue
941;Angleur
942;Angleur à la main
943;Ânier
944;Animalier de laboratoire
946;Animatrice 2D / 3D
951;Animatrice BAFA
972;Animatrice de centre aéré
956;Animatrice commerciale
959;Animatrice culturelle
997;Animatrice économique
1004;Animatrice financière
978;Animatrice de formation
1005;Animatrice hygiène sécurité environnement (HSE)
1007;Animatrice multimédia
1008;Animatrice musicale
1010;Animatrice nature
1013;Animatrice périscolaire
1015;Animatrice radio
1017;Animatrice scientifique
1018;Animatrice scolaire
1021;Animatrice sociale
1022;Animateur socio-éducative
1023;Animatrice socioculturelle
1025;Animatrice sportive
1028;Annonceur
1030;Annonceur ferroviaire
1029;Annonceur de spectacle
1031;Anodiseur
1032;Anodiseur industriel
1033;Anseur
1034;Anthropologue
1035;Antipodiste
1036;Antiquaire
1037;Apiculteur
1038;Apiéceur
1039;Apothicaire
1040;Appareilleur
1041;Appareilleur de bas
1042;Appareilleur de bord
1043;Appareilleur de maillons
1044;Apparieur
1045;Appariteur
1046;Appariteur d'assemblée
1050;Appariteur enquêteur assermenté
1048;Appariteur de faculté
1049;Appariteur de mairie
1047;Appariteur d'université
1051;Appéreur
1052;Applicateur
1053;Applicateur d'appareil orthopédique
1054;Applicateur d'enrobés
1055;Applicateur d'étanchéité
1056;Applicateur hygiéniste
1057;Apporteur d'affaires
1058;Apprentie agricole
1060;Apprentie bouchère
1061;Apprentie boulangère
1062;Apprentie carrossière
1063;Apprentie charcutière
1064;Apprentie charpentière
1065;Apprentie coiffeuse
1066;Apprentie couvreuse
1067;Apprentie cuisinière
1069;Apprentie éleveuse
1070;Apprentie horticole
1071;Apprentie imprimerie
1072;Apprentie maçon
1073;Apprentie mécanicienne auto
1074;Apprentie menuisière
1076;Apprentie pâtissière
1077;Apprentie peintre en bâtiment
1078;Apprentie photographe
1079;Apprentie plombière
1082;Apprentie viticole
1084;Apprêteur
1088;Apprêteur en chaussures
1085;Apprêteur de cuir
1089;Apprêteur sur métaux
1087;Apprêteur de viandes / de volailles
1090;Approprieur
1091;Approvisionneuse
1092;Approvisionneuse de distributeurs automatiques
1093;Approvisionneuse de machines à laver
1094;Approvisionneuse de rayons
1095;Aquaculteur
1096;Aquafortiste
1097;Aquarelliste
1098;Aquariophile
1099;Aquatintiste
1100;Aqueresse
1101;Aquiculteur
1102;Arbitre
1103;Arbitre sportif
1104;Arboriculteur
1105;Arboriste
1106;Arboriste-grimpeur
1107;Archéologue
1108;Archetier
1109;Archevêque
1110;Archidiacre
1111;Archiprêtre
1112;Architecte
1113;Architecte base de données
1114;Architecte conseillère
1116;Architecte d'intérieur
1124;Architecte réseaux
1125;Architecte système d'information
1126;Architecte technique
1129;Architecte web
1131;Architecte-paysagiste
1132;Architecte-urbaniste
1133;Archiviste
1135;Archiviste paléographe
1136;Arctier
1137;Ardoisier
1138;Areur
1139;Argenteur
1141;Argenteur sur feuille
1140;Argenteur industriel
1142;Argentier
1143;Arithmomancien
1144;Armateur
1145;Armaturier
1146;Armoriste
1147;Armurier
1148;Arômataire
1149;Aromaticien
1150;Arpailleur
1151;Arpenteur
1152;Arrangeur
1153;Arrimeur
1154;Arrimeur d'ardoisières
1156;Arrimeur largueur
1155;Arrimeur de sardines
1157;Arrondisseur
1158;Arroseur
1159;Arroseur municipal
1160;Art-thérapeute
1161;Artificier
1164;Artificier-démineur
1172;Artisan d'art
1166;Artisan charpentier
1167;Artisan chaudronnier
1168;Artisan chauffagiste
1170;Artisan coiffeuse
1171;Artisan couvreur
1178;Artisan en cuir
1173;Artisan décoratrice
1175;Artisan électricien
1180;Artisan en électronique
1190;Artisan maçon
1191;Artisan mécanicien
1193;Artisan menuisier
1185;Artisan en parcs et jardins
1186;Artisan en peaux
1194;Artisan plombier
1195;Artisan pressing
1189;Artisan en travaux publics
1209;Artiste de cabaret
1207;Artiste chorégraphique
1210;Artiste de cirque
1214;Artiste décoratrice
1215;Artiste dramatique
1216;Artiste lyrique
1211;Artiste de music hall
1212;Artiste de rue
1213;Artiste de variétés
1218;Artiste-peintre
1219;Artiste-plasticien
1220;Ascensoriste
1221;Asparagiculteur
1222;Asphalteur
1223;Asphalteur-goudronneur
1224;Aspigiculteur
1225;Aspirant
1226;Aspirant huissier de justice
1227;Assainisseur
1228;Assembleur
1229;Assembleur de charpentes métalliques
1230;Assembleur de collants
1235;Assembleur sur machine de soudage
1233;Assembleur monteur
1231;Assembleur de pneus
1234;Assembleur par point
1236;Assesseur
1240;Assistante administrative
1241;Assistante administration des ventes (ADV)
1257;Assistante d'architecte
1258;Assistante d'avion
1266;Assistante de cabinet d'expertise comptable
1237;Assistante (chef) de produit
1248;Assistante chef de projet
1250;Assistante clientèle
1252;Assistante coiffeuse
1253;Assistante commerciale
1268;Assistante de communication
1255;Assistante comptable
1269;Assistante de conservation du patrimoine et des bibliothèques
1293;Assistante décoratrice
1294;Assistante dentaire
1295;Assistante dentaire (dentiste)
1270;Assistante de direction
1300;Assistante documentaliste
1259;Assistante d'édition
1260;Assistante d'éducation (AED)
1262;Assistante d'enseignement artistique
a3;Assistante exploitation hôtellerie
a4;Assistante exploitation restauration
a5;Assistante exploitation transport
1312;Assistante facturation
1313;Assistante familiale
1314;Assistante financière
1315;Assistante fonctionnelle des systèmes d'information
1273;Assistante de formation
1303;Assistante en gestion immobilière
1322;Assistante juridique
1280;Assistante de justice
1281;Assistante de langue
1282;Assistante de logistique
1325;Assistante manager
1326;Assistante marketing
1327;Assistante maternelle
1340;Assistante médicale
1343;Assistante micro-ordinateur
1344;Assistante monteur
1346;Assistante musicale
1347;Assistante opératrice de prise de vue
1349;Assistante parlementaire
1351;Assistante photographe
1284;Assistante de piste
1286;Assistante de projet
1287;Assistante de publicité
1359;Assistante réalisateur
1288;Assistante de rédaction
1360;Assistante régisseur
1289;Assistante de régulation médicale
1362;Assistante ressources humaines
1364;Assistante sanitaire
1306;Assistante en santé et sécurité au travail
1365;Assistante sécurité environnement
1367;Assistante service juridique
1369;Assistante sociale (AS)
1370;Assistante socio-éducative
1301;Assistante du son
1371;Assistante spécialisée d'enseignement artistique
1307;Assistante en télémarketing
1378;Assistante vétérinaire
1292;Assistante de vie
1387;Assommeur
1388;Assortisseur
1389;Assortisseur de plumes
1390;Assureur
1391;Assureur conseil
1393;Astaciculteur
1394;Astrologien
1395;Astrologue
1396;Astronome
1397;Astronome (-adjointe)
1398;Astrophysicien
1399;Athlète
1400;Atomicien
1401;Atomicien de propulsion navale
1402;Atomiste
1403;Atrier
1404;Attachée d'administration
1414;Attachée d'administration commerciale
1416;Attachée d'administration scolaire et universitaire
1406;Attachée clientèle
1407;Attachée commerciale
1408;Attaché commerciale de banque
1420;Attachée de conservation du patrimoine
1421;Attachée de direction
1434;Attachée financière
1422;Attachée de gestion comptable
1433;Attachée en gestion du personnel
1418;Attachée d'inspection
1435;Attachée juridique
1436;Attachée parlementaire
1426;Attachée de préfecture
1427;Attachée de presse
1428;Attachée de recherche
1429;Attachée de recherches cliniques (ARC)
1430;Attachée de relations publiques
1438;Attachée temporaire d'enseignement et de recherche (ATER)
1441;Attacheur de cannes à sucre
1442;Aubergiste
1443;Audioprothésiste
1446;Auditeur
1448;Auditeur au Conseil d'Etat
1447;Auditeur à la Cour des comptes
1451;Auditeur externe
1452;Auditeur interne
1449;Auditeur d'inventaire
1450;Auditeur de justice (Ecole nationale de la magistrature)
1453;Auditeur qualité
1454;Auditeur social
1455;Aumônier
1456;Auquier
1457;Auriculothérapeute
1459;Auriculothérapeute (médecin)
1458;Auriculothérapeute (médecin hospitalier)
1460;Auriculothérapeute (sage-femme)
1461;Auteur
1462;Auteur adaptateur
1464;Auteur dramatique
1465;Auteur littéraire
1466;Auteur-compositeur
1468;Auteur-compositeur-interprète
1469;Autocariste
1470;Autocariste (chauffeur)
1471;Automaticien
1472;Automaticien (Ingénieur-)
1473;Auxiliaire ambulancière
1474;Auxiliaire anesthésiste
1476;Auxiliaire de bureau
1497;Auxiliaire familiale
1480;Auxiliaire de gendarmerie
1495;Auxiliaire en gérontologie
1498;Auxiliaire infirmière
1481;Auxiliaire de justice
1500;Auxiliaire médicale
1501;Auxiliaire parentale
1502;Auxiliaire puéricultrice
1483;Auxiliaire de régulation médicale
1494;Auxiliaire des services hospitaliers
1487;Auxiliaire de soins aux animaux
1489;Auxiliaire de travaux DDE
1505;Auxiliaire vétérinaire
1491;Auxiliaire de vie
1492;Auxiliaire de vie scolaire individuel (AVSI)
1507;Aviateur
1508;Aviculteur
1509;Avitailleur
1510;Avitailleur de navires
1511;Aviveur
1512;Aviveur sur métaux
1513;Avocat
1514;Avocat général
1515;Avocat stagiaire
1516;Avocat-conseil
1517;Avoué
1518;Aygadier
1519;Baby-sitter
1520;Bâcheur
1521;Bâchiste
1523;Bactériologiste
1524;Bagagiste
1525;Bagagiste aéroportuaire
1526;Bagagiste manutentionnaire
1527;Baigneur
1529;Bailleur de fonds
1528;Bailleur à métayage
1530;Bainiste
1531;Balayeur
1532;Balayeur urbain
1533;Balletier
1534;Balliste
1535;Banatier
1536;Bancbrocheur
1537;Bancheur
1538;Bandagiste
1539;Banderillero
1540;Bandothécaire
1541;Bannelier
1542;Bannetonnier
1543;Banquier
1544;Barbier
1545;Bardeautier
1546;Bardeur
1547;Bardeur étancheur
1548;Bardotier
1549;Bardottier
1550;Bargier
1551;Barman (barmaid)
1552;Baroteur
1553;Barragier
1554;Barragiste
1555;Barreur
1556;Barroteur
1557;Basculeur
1558;Basketteur professionnel
1559;Bassiste
1560;Batelier
1561;Bâtonnier
1562;Batteur
1563;Batteur agricole
1564;Batteur d'étain
1565;Batteur d'or
1566;Batteur de pieux
1567;Bayle
1568;Bazar
1569;Bazardier
1570;Bedeau
1571;Bédéiste
1572;Bedelier
1573;Bégaud
1574;Bénatier
1575;Bénédictin
1576;Bennelier
1577;Bennier
1578;Berger
1579;Bétonneur
1581;Bétonnier
1582;Betteravier
1583;Beurrier
1584;Biberonnier
1585;Bibliothécaire
1586;Bibliothécaire adjointe
1587;Bichonneur
1588;Biérologue
1589;Biguand
1590;Bijoutier
1591;Bijoutier (Horloger-)
1592;Bijoutier-joailler
1593;Bijoutier-réparateur
1594;Billettiste
1595;Billing manager
1597;Bio-hygiéniste
1598;Bio-informaticienne
1599;Biochimiste
1601;Biochimiste clinique
1600;Biochimiste (médecin)
1602;Bioénergéticien
1603;Bioesthéticienne
1604;Biographe
1605;Biologiste
1606;Biologiste de contrôle fabrication en industrie
1608;Biscuitier
1609;Biseauteur
1610;Bistrotier
1611;Bitumeur
1612;Bitumier
1613;Bitumier-vannier
1614;Blanchisseur
1615;Blanchisseur d'amandes
1616;Blogueur
1617;Bluteur
1618;Bobinier électricien
1619;Bobinier en machines statiques ou tournantes
1621;Bobinier régleur (de pellicules)
1620;Bobinier en transformateurs
1623;Boiseur
1624;Boiseur-coffreur
1625;Bombeur de verre
1626;Bonbonneur
1627;Bonbonnier
1628;Bonimenteur
1629;Bonisseur
1631;Bonne d'enfants
1630;Bonne (à tout faire)
1632;Bonnetier
1633;Bonze
1634;Bookmaker
1635;Bordier
1636;Borneur
1637;Bornier
1638;Bosco
1639;Bosselier
1640;Botaniste
1641;Bottier
1642;Bottier orthopédiste
1643;Bouchardeur
1644;Bouchère
1645;Bouchère de collectivité, cantine
1646;Bouchère en gros
1647;Bouchère industrielle
1648;Bouchère-charcutière
1649;Bouchère-charcutière traiteur
1651;Boucholeur
1652;Bouchonneur
1653;Bouchonnier (-liégeur)
1654;Bouchoteur
1655;Boudineur
1656;Boueux
1657;Bougnat
1658;Bouilleur de cru
1659;Boulangère
1660;Boulangère-pâtissière
1663;Bouliste professionnel
1664;Boulonnier
1665;Bouquetier
1666;Bouquiniste
1667;Bourrelier
1672;Boutefeu
1673;Bouteur
1674;Boutonnièriste
1675;Bouveteur
1676;Bouvier
1677;Bouvier en abattoir
1679;Boxeur professionnel
1680;Boyaudier
1682;Brancardier
1683;Braseur
1684;Brasqueur
1685;Brasseur
1688;Brassier
1689;Bricolier
1690;Brideur
1695;Brigadier (chef) des CRS
1696;Brigadier (chef) des douanes
1693;Brigadier (chef) de gendarmerie
1694;Brigadier (chef) de police municipale
1702;Brigadier de manutention
1701;Brigadier de la police nationale
1708;Brigadier-major
1709;Briqueteur
1710;Briquetier
1711;Brocanteur
1712;Brocheur
1713;Brocheur en chaussures
1714;Brocheur papetier
1715;Brodeur
1717;Brodeur en confection, lingerie
1716;Brodeur (à la main, à l'aiguille, au crochet)
1720;Broker
1723;Bronzier
1724;Bronzier d'art
1725;Brossier
1726;Brouetteur
1727;Broyeur
1728;Bruiteur
1730;Brûleur de café
1731;Brûleur de chicorée
1729;Brûleur d'orge
1732;Brunisseur
1734;Brunisseur sur métaux
1735;Brunisseur sur porcelaine
1736;Buandier
1737;Bûcheron
1738;Buffetier
1739;Bulbiculteur
1740;Buraliste
1741;Buraliste cafetière
1742;Burineur
1743;Buronnier
1744;Business coach
1745;Business manager
1746;Cabaretier
1747;Cabinier
1748;Cabinier de téléphérique
1749;Câbleuse
1750;Câbleuse (Monteuse-)
1755;Câbleuse en tréfilerie
1756;Câbliste
1757;Cabossier
1758;Cachetier
1759;Cadastreur
1760;Caddie boy
1761;Caddy master
1762;Cadenier
1763;Cadet de la police nationale
1764;Cadmieur
1765;Cadmieur industriel
1766;Cadranier
1768;Cadre artistique
1769;Cadre commercial
1770;Cadre comptable
1785;Cadre en contrôle de gestion
1773;Cadre d'exploitation
1790;Cadre export, import
1791;Cadre financier
1774;Cadre de gestion des ressources humaines
1776;Cadre de la gestion des stocks
1794;Cadre logistique
1787;Cadre en marketing
1797;Cadre shipping
1798;Cadre social
1799;Cadre socio-éducatif
1802;Cadre technique
1803;Cadre technique sportif
1784;Cadre des ventes
1805;Cadreur
1806;Café-coiffeuse
1807;Cafetière
1808;Cafetière glacière
1809;Cafetière-épicière
1810;Cafetière-hôtel
1811;Cafetière-restaurant
1812;Cafu
1815;Caissière de banque
1816;Caissière de bureau de change
1817;Caissière de cafétéria
1819;Caissière de casino
1814;Caissière centrale
1820;Caissière de cinéma
1821;Caissière de courses
1823;Caissière de libre-service
1826;Caissière de péage
